id,Name,Total pop. 1981,Total pop. 1991,Pop. density 1981,Pop. density 1991,% 0-14 years,% 15-24 years,% 25-64 years,% 65 or more years,% male 1981,% female 1981,% male 1991,% female 1991,Abs. pop. change from 1981 to 1991,% pop. change from 1981 to 1991,% female among employed 1991,% unemployed in total pop. 1991,% female among unemployed 1991,% employed in agriculture 1981,% employed in industry 1981,% employed in services 1981,% employed in agriculture 1991,% employed in industry 1991,% employed in services 1991,% pop. no primary school education 1981,% pop. with primary school education 1981,% pop. with preparatory school education 1981,% pop. with high school education 1981,% pop. no primary school education 1991,% pop. with primary school education 1991,% pop. with preparatory school education 1991,% pop. with high school education 1991,total employed in agriculture 1991,total employed in industry 1991,total employed in services 1991,N pop. no primary school education 1991,N pop. with primary school education 1991,N pop. with preparatory school education 1991,N. pop. with high school education 1991
0704,Estremoz,18073,15461,35.174,30.09,15.09,13.38,50.76,20.77,47.7,52.3,47.93,52.07,-2612,-14.45,34.11,3.56,80.58,41.51,17.74,40.75,25.36,27.01,47.63,57.76,29.80,5.77,6.667,25.03,25.23,5.08,5.98,1539,1639,2890,3870,3901,786,924
0705,Evora,51572,53754,39.421,41.089,19.09,14.29,51.29,15.33,48.03,51.97,47.8,52.2,2182,4.23,41.91,3.13,66.05,16.43,27.90,55.68,9.03,25.07,65.90,49.35,33.11,9.56,7.980,16.25,23.65,5.32,8.68,2110,5855,15394,8737,12712,2860,4664
0706,Montemor-o-Novo,20210,18632,16.403,15.122,16.93,12.36,50.86,19.85,49.62,50.38,49.33,50.67,-1578,-7.81,32.39,3.59,70.25,51.31,20.19,28.50,32.53,22.06,45.41,58.56,30.48,4.20,6.757,25.18,27.04,6.13,4.56,2323,1575,3243,4692,5038,1143,850
0707,Mora,7056,6588,15.911,14.856,17.37,11.79,47.66,23.18,49.63,50.37,48.98,51.02,-468,-6.63,32.99,3.52,76.72,51.78,20.94,27.28,35.07,24.46,40.47,59.64,30.65,3.58,6.132,25.20,27.58,4.27,4.28,826,576,953,1660,1817,281,282
0708,Mourao,3487,3273,12.519,11.751,19.83,13.11,46.10,20.96,49.15,50.85,49.59,50.41,-214,-6.14,25.34,4.34,84.51,45.78,23.85,30.37,28.45,19.30,52.24,62.32,27.17,2.92,7.589,29.42,25.66,5.65,4.19,311,211,571,963,840,185,137
0709,Portel,8306,7225,13.817,12.019,18.30,14.66,50.08,21.12,48.86,51.14,50.75,49.25,-1081,-13.01,29.14,11.24,73.89,65.80,14.10,20.09,41.45,22.59,35.97,60.78,29.53,2.38,7.311,28.69,28.51,6.93,3.58,1044,569,906,2073,2060,501,259
0710,Redondo,8444,7948,22.837,21.496,17.46,13.89,47.72,20.92,48.85,51.15,48.67,51.33,-496,-5.87,31.65,4.23,72.02,50.22,20.77,29.02,33.86,25.31,40.82,59.68,28.86,4.08,7.384,24.96,27.73,4.83,4.28,978,731,1179,1984,2204,384,340
0711,Reguengos de Monsaraz,11642,11401,25.242,24.719,17.57,13.36,49.64,19.44,48.76,51.24,48.56,51.44,-241,-2.07,35.23,2.84,67.28,39.15,28.08,32.78,32.29,23.89,43.82,58.65,29.62,4.60,7.133,24.55,26.19,4.94,4.70,1458,1079,1979,2799,2986,563,536
0712,Vendas Novas,10933,10476,49.135,47.081,15.93,15.38,52.75,15.94,49.48,50.52,48.97,51.03,-457,-4.18,34.66,4.34,70.55,27.09,40.07,32.83,15.88,34.80,49.32,52.83,33.52,5.40,8.257,18.87,28.30,6.05,6.17,675,1479,2096,1977,2965,634,646
0713,Viana do Alentejo,6188,5720,15.709,14.521,17.24,12.54,48.22,22.01,49.03,50.97,48.95,51.05,-468,-7.56,30.47,6.85,75.51,58.15,18.50,23.35,35.32,22.92,41.76,61.85,28.22,3.44,6.490,27.06,23.95,6.21,4.28,729,473,862,1548,1370,355,245
0714,Vila Vicosa,8546,9068,43.912,46.594,18.94,14.20,50.64,16.22,49.17,50.83,48.96,51.04,522,6.11,32.99,3.88,83.52,46.51,20.12,33.38,10.12,45.89,43.99,56.31,30.23,5.87,7.597,21.24,24.69,6.86,6.53,378,1715,1644,1926,2239,622,592
0801,Albufeira,17218,20949,122.191,148.669,19.54,14.61,51.95,13.91,50.04,49.96,49.21,50.79,3731,21.67,41.60,1.26,54.17,18.46,25.15,56.40,6.66,16.70,76.63,52.82,33.23,6.47,7.477,16.80,25.91,5.95,10.08,665,1667,7648,3520,5427,1246,2112
0802,Alcoutim,5262,4571,9.126,7.928,12.75,10.48,44.70,32.07,49.87,50.13,49.64,50.36,-691,-13.13,24.31,1.82,46.99,67.74,13.01,19.25,36.91,18.62,44.47,67.75,26.05,1.16,5.043,34.96,24.20,4.86,2.01,454,229,547,1598,1106,222,92
0803,Aljezur,5059,5006,15.631,15.468,13.56,10.43,50.68,25.33,51.49,48.51,50.26,49.74,-53,-1.05,31.11,1.92,46.88,54.87,23.06,22.07,40.58,19.24,40.18,69.00,24.11,1.97,4.918,28.67,24.29,5.89,5.39,711,337,704,1435,1216,295,270
0804,Castro Marim,7297,6803,24.337,22.69,15.24,13.61,48.30,22.84,49.84,50.16,49.64,50.36,-494,-6.77,29.94,3.20,58.72,42.98,29.05,27.98,23.14,28.73,48.12,62.80,27.78,2.61,6.816,27.46,25.00,6.07,4.00,555,689,1154,1868,1701,413,272
0805,Faro,45109,50761,224.076,252.152,18.95,15.34,51.98,13.74,48.26,51.74,48.07,51.93,5652,12.53,41.85,2.18,56.38,14.67,21.78,63.55,10.13,17.49,72.38,44.70,35.01,11.89,8.396,12.93,24.20,4.93,11.78,2262,3906,16162,6563,12286,2504,5980
0806,Lagoa,15635,16780,176.667,189.605,19.21,14.70,51.48,14.61,49.72,50.28,49.98,50.02,1145,7.32,38.61,2.23,54.28,14.12,44.49,41.39,7.14,27.86,64.99,52.62,32.69,6.10,8.586,14.89,27.33,4.76,8.49,528,2059,4803,2498,4586,798,1425
0807,Lagos,19700,21526,92.09,100.625,17.70,13.60,52.21,16.49,49.31,50.69,49.3,50.7,1826,9.27,39.89,2.93,57.37,14.74,32.98,52.28,7.00,23.65,69.35,51.66,32.22,8.12,8.000,17.51,25.70,5.34,10.13,649,2192,6428,3769,5532,1150,2180
0808,Loule,44051,46585,57.573,60.885,17.26,13.37,50.50,18.86,48.85,51.15,48.86,51.14,2534,5.75,36.76,1.74,55.67,25.71,30.67,43.62,12.64,23.71,63.65,55.79,31.85,5.12,7.249,18.35,27.68,4.91,7.30,2297,4309,11566,8548,12896,2289,3400
0809,Monchique,9609,7309,24.256,18.45,13.82,12.26,49.42,24.50,51.89,48.11,51.58,48.42,-2300,-23.94,26.35,1.05,45.45,56.79,16.21,27.00,36.37,19.49,44.14,61.06,29.21,3.09,6.635,29.35,27.58,4.68,4.88,1002,537,1216,2145,2016,342,357
0810,Olhao,34573,36812,272.615,290.27,19.72,15.53,49.14,15.61,49,51,49,51,2239,6.48,34.50,2.80,62.20,28.38,31.64,39.99,19.12,25.23,55.64,51.77,33.58,6.12,8.526,16.18,28.79,5.20,7.26,2723,3593,7923,5956,10599,1916,2673
0811,Portimao,34464,38833,192.166,216.527,18.35,14.58,52.05,15.02,48.83,51.17,48.69,51.31,4369,12.68,41.05,2.48,55.19,11.46,25.83,62.71,5.09,18.71,76.20,47.45,35.38,9.07,8.102,15.73,26.62,4.92,9.78,879,3231,13160,6110,10336,1912,3797
0812,Sao Bras de Alportel,7506,7526,50.023,50.157,15.75,13.85,48.51,21.90,47.96,52.04,48.94,51.06,20,0.27,31.73,1.91,52.78,18.79,35.52,45.68,8.95,31.66,59.39,51.68,36.85,4.63,6.840,15.00,32.67,4.48,6.15,244,863,1619,1129,2459,337,463
0813,Silves,31389,32924,46.245,48.507,16.79,12.72,50.11,20.38,50.1,49.9,50.13,49.87,1535,4.89,35.66,1.94,57.75,33.30,29.52,37.18,18.60,23.11,58.29,57.20,29.33,6.70,6.770,21.45,24.73,4.22,7.84,2500,3106,7835,7063,8142,1388,2582
0814,Tavira,24615,24857,40.283,40.679,16.58,13.51,49.70,20.21,49.91,50.09,49.78,50.22,242,0.98,31.21,2.49,70.81,45.64,21.87,32.49,25.94,24.30,49.76,57.63,30.69,4.46,7.212,22.22,27.28,5.40,6.18,2424,2270,4649,5523,6781,1343,1535
0815,Vila do Bispo,5700,5762,31.846,32.192,15.71,13.92,49.05,21.33,51.25,48.75,51.18,48.82,62,1.09,33.91,1.80,54.81,44.01,19.86,36.13,19.20,17.34,63.45,60.08,30.07,2.93,6.919,20.50,27.00,7.53,6.18,444,401,1467,1181,1556,434,356
0816,Vila Real de Santo Antonio,16347,14400,284.177,250.33,19.05,16.11,49.91,14.93,48.63,51.37,48.69,51.31,-1947,-11.91,35.59,2.39,59.01,17.27,30.55,52.18,10.76,27.14,62.11,49.07,34.97,7.02,8.948,16.82,32.17,5.82,7.51,608,1534,3511,2422,4632,838,1081
0901,Aguiar da Beira,7285,6725,35.767,33.017,21.22,15.02,43.00,20.76,47.82,52.18,48.48,51.52,-560,-7.69,34.36,0.64,55.81,67.48,16.85,15.67,55.06,19.15,25.78,58.83,30.15,1.70,9.317,26.22,27.33,6.72,1.92,1354,471,634,1763,1838,452,129
0902,Almeida,10524,10040,20.217,19.287,15.76,14.94,47.57,21.73,48.16,51.84,48.71,51.29,-484,-4.60,38.43,1.30,58.02,47.62,16.08,36.30,28.61,13.69,57.70,52.21,33.40,6.09,8.297,17.44,25.24,4.45,6.06,1041,498,2099,1751,2534,447,608
0903,Celorico da Beira,10269,8875,41.088,35.51,19.10,13.54,43.70,23.66,48.03,51.97,47.94,52.06,-1394,-13.57,33.91,1.88,68.86,53.91,20.95,25.13,33.91,23.01,43.08,58.47,30.54,2.84,8.149,23.48,31.74,3.66,3.31,977,663,1241,2084,2817,325,294
0904,Figueira de Castelo Rodrigo,9140,8105,17.972,15.937,16.25,12.02,46.39,25.34,47.36,52.64,47.38,52.62,-1035,-11.32,28.76,1.75,70.42,49.56,23.81,26.62,39.93,22.72,37.35,53.34,34.58,4.99,7.093,18.64,28.43,4.05,4.07,944,537,883,1511,2304,328,330
0905,Fornos de Algodres,6594,6270,49.493,47.061,17.94,13.83,44.45,23.78,48.62,51.38,49.3,50.7,-324,-4.91,0.00,1.56,64.29,56.35,20.62,23.03,35.99,26.45,37.56,57.84,30.20,3.13,8.822,23.59,28.88,5.17,3.30,800,588,835,1479,1811,324,207
0906,Gouveia,19045,17410,62.961,57.556,17.37,12.79,47.08,22.76,47.37,52.63,47.27,52.73,-1635,-8.58,0.00,1.79,56.91,33.63,43.38,22.99,17.20,45.67,37.14,54.55,33.14,4.54,7.769,18.37,31.50,4.64,3.58,998,2650,2155,3199,5485,807,624
0907,Guarda,40360,38765,56.221,53.999,18.91,14.99,48.93,17.18,48.08,51.92,47.6,52.4,-1595,-3.95,40.68,1.60,57.84,28.77,31.02,40.21,12.41,32.70,54.89,49.19,34.31,8.35,8.146,16.63,27.27,5.00,6.39,1857,4892,8212,6448,10570,1938,2477
0908,Manteigas,4493,4192,41.376,38.604,19.80,13.81,49.79,23.12,47.72,52.28,48.57,51.43,-301,-6.70,38.35,3.24,63.24,13.59,58.02,28.38,8.63,55.55,35.82,50.01,36.90,5.20,7.888,17.72,33.35,6.46,4.46,133,856,552,743,1398,271,187
0909,Meda,8964,7440,31.353,26.022,17.80,13.58,46.02,22.61,47.3,52.7,47.38,52.62,-1524,-17.00,33.24,1.55,68.70,61.67,19.06,19.27,50.67,17.31,32.02,55.57,32.42,3.11,8.897,21.72,30.39,4.21,2.57,1250,427,790,1616,2261,313,191
0910,Pinhel,14328,12693,29.472,26.109,17.00,14.45,47.34,21.21,48.27,51.73,48.18,51.82,-1635,-11.41,42.47,1.39,67.23,63.69,17.05,19.26,40.53,22.01,37.46,54.78,32.88,3.91,8.430,20.55,30.21,5.22,3.54,2044,1110,1889,2608,3835,663,449
0911,Sabugal,18927,16919,22.895,20.466,14.07,11.34,44.26,30.34,47.78,52.22,47.51,52.49,-2008,-10.61,35.57,0.99,54.76,64.21,17.80,17.98,43.29,26.31,30.39,61.22,28.10,4.29,6.390,27.45,25.20,4.26,3.35,2450,1489,1720,4644,4264,720,566
0912,Seia,31352,30362,71.921,69.65,20.03,14.98,47.74,17.45,47.66,52.34,48.21,51.79,-990,-3.16,0.00,2.85,60.97,24.33,53.35,22.32,11.61,54.23,34.15,53.91,33.49,3.70,8.900,16.85,29.74,5.88,3.90,1236,5772,3635,5116,9029,1784,1183
0913,Trancoso,13099,11484,35.933,31.503,19.29,13.43,45.44,21.85,47.77,52.23,47.47,52.53,-1615,-12.33,36.46,1.18,55.88,63.67,15.37,20.97,43.65,16.73,39.62,57.83,30.48,3.07,8.621,24.47,30.00,3.91,3.53,1712,656,1554,2810,3445,449,405
