id,date time,latitude,longitude,Height,Type,Amplitude,2D_Error,minute of the day
52381,20110818 16:52:30,50.5624,5.0196,10.1,2,-4.5,0.2,1012
52382,20110818 16:52:30,51.0019,6.0194,0,1,5.7,0.057,1012
52383,20110818 16:52:30,51.1369,5.7899,7.1,2,-5,0.077,1012
52384,20110818 16:52:30,51.5593,6.344,9.3,2,6.2,0.13,1012
52385,20110818 16:52:30,51.5798,6.3571,0,1,-5.7,0.06,1012
52386,20110818 16:52:31,51.0411,6.0385,0,1,4.4,0.078,1012
52387,20110818 16:52:31,51.3192,4.2735,0,1,-16.1,0.051,1012
52388,20110818 16:52:31,51.323,4.2649,0,1,8.3,0.082,1012
52389,20110818 16:52:31,51.3208,4.2574,0,1,8.9,0.091,1012
52390,20110818 16:52:32,51.0787,5.7012,0,1,-4.8,0.061,1012
52391,20110818 16:52:32,50.9832,6.0243,0,1,7.9,0.053,1012
52392,20110818 16:52:33,50.9343,5.8245,0,1,7.9,0.082,1012
52393,20110818 16:52:34,50.9191,4.359,0,1,5.6,0.066,1012
52394,20110818 16:52:34,51.5407,6.3048,0,1,-5.7,0.068,1012
52395,20110818 16:52:35,50.8259,5.9281,0,1,-5.4,0.063,1012
52396,20110818 16:52:35,51.5411,6.2896,11.9,2,4.7,0.3,1012
52397,20110818 16:52:36,51.2481,6.5366,0,1,4.4,0.063,1012
52398,20110818 16:52:36,51.2487,6.5537,0,1,-17.3,0.04,1012
52399,20110818 16:52:36,51.3839,6.1911,0,1,6.7,0.063,1012
52400,20110818 16:52:36,51.2433,6.5309,0,1,-38.4,0.045,1012
52401,20110818 16:52:36,51.243,6.5299,0,1,-10,0.036,1012
52402,20110818 16:52:36,51.2572,6.5655,0,1,8.3,0.045,1012
52403,20110818 16:52:36,51.2427,6.5305,0,1,-11,0.041,1012
52404,20110818 16:52:36,51.242,6.5306,0,1,-6.6,0.048,1012
52405,20110818 16:52:36,51.6433,6.2698,0,1,-8,0.084,1012
52406,20110818 16:52:36,50.6377,5.2361,10.1,2,4,0.123,1012
52407,20110818 16:52:36,50.8253,5.9089,0,1,-2.9,0.064,1012
52408,20110818 16:52:37,51.1053,5.7261,0,1,-4.3,0.055,1012
52409,20110818 16:52:37,51.669,6.3322,9.3,2,7.1,0.172,1012
52410,20110818 16:52:37,51.5864,6.3128,12.3,2,4,0.29,1012
52411,20110818 16:52:37,51.583,6.3281,11.4,2,-6.2,0.217,1012
52412,20110818 16:52:37,51.5425,6.3167,0,1,6.4,0.071,1012
52413,20110818 16:52:37,51.7227,6.3572,0,1,5.8,0.08,1012
52414,20110818 16:52:37,51.6666,6.3271,0,1,5.5,0.063,1012
52415,20110818 16:52:37,51.5837,6.3101,0,1,8.5,0.057,1012
52416,20110818 16:52:37,51.5895,6.3296,12,2,5,0.273,1012
52417,20110818 16:52:38,51.5802,6.3427,0,1,-4.6,0.057,1012
52418,20110818 16:52:38,51.5832,6.3091,0,1,6,0.065,1012
52419,20110818 16:52:38,51.5799,6.3682,10.4,2,-7.4,0.135,1012
52420,20110818 16:52:38,51.5571,6.2384,0,1,-9.4,0.051,1012
52421,20110818 16:52:39,50.6802,5.2346,0,1,4.7,0.053,1012
52422,20110818 16:52:39,51.0873,5.6736,0,1,6.7,0.054,1012
52423,20110818 16:52:39,50.8371,5.8953,0,1,10.7,0.054,1012
52424,20110818 16:52:39,51.5279,6.2989,7.4,2,-4.3,0.099,1012
52425,20110818 16:52:40,51.3433,6.1852,0,1,13.3,0.048,1012
52426,20110818 16:52:41,50.917,6.0074,0,1,6.8,0.059,1012
52427,20110818 16:52:41,51.2837,6.2119,0,2,5.4,0.057,1012
52428,20110818 16:52:42,51.5815,6.2396,9.1,2,6.2,0.139,1012
52429,20110818 16:52:42,51.0777,4.6453,0,1,9,0.068,1012
52430,20110818 16:52:42,51.0753,4.6494,0,1,-10.7,0.069,1012
52431,20110818 16:52:42,51.0761,4.6446,0,1,-12.9,0.05,1012
52432,20110818 16:52:42,51.0827,5.6862,12,2,-4.4,0.115,1012
52433,20110818 16:52:43,51.6049,6.1492,8.7,2,5,0.162,1012
52434,20110818 16:52:43,51.604,6.1532,0,1,6.3,0.071,1012
52435,20110818 16:52:43,51.4045,5.6227,15.5,2,4.5,0.335,1012
52436,20110818 16:52:43,50.9922,6.0251,12.9,2,4.4,0.129,1012
52437,20110818 16:52:43,51.4371,5.5584,7.9,2,-5.2,0.109,1012
52438,20110818 16:52:43,51.088,5.7432,0,1,9.7,0.048,1012
52439,20110818 16:52:43,50.4958,4.8283,9.9,2,-5.4,0.144,1012
52440,20110818 16:52:43,51.4241,5.6835,0,1,32.9,0.051,1012
52441,20110818 16:52:43,50.4917,4.8391,10.1,2,-5.5,0.204,1012
52442,20110818 16:52:43,51.2191,5.4891,0,1,-10.8,0.049,1012
52443,20110818 16:52:43,51.1724,5.4769,15.9,2,-4.7,0.304,1012
52444,20110818 16:52:44,51.6428,6.2642,0,1,7.1,0.055,1012
52445,20110818 16:52:44,51.2224,5.489,0,1,-7.7,0.055,1012
52446,20110818 16:52:44,51.2581,5.4988,0,1,-6.6,0.053,1012
52447,20110818 16:52:44,51.2591,5.5023,0,1,-6.9,0.054,1012
52448,20110818 16:52:44,51.1583,5.4578,0,1,4.3,0.059,1012
52449,20110818 16:52:44,51.1563,5.488,0,1,-2.7,0.074,1012
52450,20110818 16:52:44,51.5671,6.3408,0,1,7,0.056,1012
52451,20110818 16:52:44,51.1101,5.6411,0,1,5.3,0.071,1012
52452,20110818 16:52:44,50.849,5.8525,11.1,2,-4.5,0.076,1012
52453,20110818 16:52:45,51.5328,6.3062,10.8,2,4.9,0.21,1012
52454,20110818 16:52:47,51.0047,6.0216,0,1,5.3,0.074,1012
52455,20110818 16:52:48,51.0989,5.7393,12.4,2,3.7,0.128,1012
52456,20110818 16:52:48,50.8464,5.8836,0,1,-7,0.059,1012
52457,20110818 16:52:48,51.1468,5.6414,0,1,8.8,0.052,1012
52458,20110818 16:52:48,51.5699,6.316,11.4,2,10.6,0.121,1012
52459,20110818 16:52:48,50.9666,6.0132,0,1,-5.4,0.059,1012
52460,20110818 16:52:49,51.6696,6.3174,10.4,2,18,0.108,1012
52461,20110818 16:52:49,51.6619,6.3567,0,1,6.8,0.06,1012
52462,20110818 16:52:49,51.6676,6.3322,0,1,12.2,0.054,1012
52463,20110818 16:52:49,51.4331,5.7953,0,1,5.3,0.101,1012
52464,20110818 16:52:49,50.8321,5.9361,0,1,5,0.06,1012
52465,20110818 16:52:49,51.4352,5.778,0,1,24.7,0.056,1012
52466,20110818 16:52:50,51.4043,6.178,0,1,-12.8,0.053,1012
52467,20110818 16:52:50,51.3893,6.1939,0,1,6,0.063,1012
52468,20110818 16:52:50,51.5497,6.3109,10.9,2,7.3,0.16,1012
52469,20110818 16:52:51,51.6395,6.3687,12.1,2,7.8,0.22,1012
52470,20110818 16:52:51,51.5756,6.3787,11.4,2,5.5,0.21,1012
52471,20110818 16:52:52,50.8575,5.8532,0,1,-7,0.054,1012
52472,20110818 16:52:52,50.8715,5.8446,0,1,6.3,0.05,1012
52473,20110818 16:52:52,51.0904,5.6475,0,1,4.4,0.058,1012
52474,20110818 16:52:52,51.127,5.6578,0,1,-4,0.072,1012
52475,20110818 16:52:52,51.0674,5.9447,11.5,2,-4,0.138,1012
52476,20110818 16:52:52,51.6517,6.2625,13.4,2,7.3,0.396,1012
52477,20110818 16:52:52,51.1156,5.6775,0,1,-5.1,0.065,1012
52478,20110818 16:52:52,51.3362,6.1207,12.6,2,4.5,0.26,1012
52479,20110818 16:52:53,51.7681,6.7089,6.9,2,-9.7,0.056,1012
52480,20110818 16:52:53,51.7687,6.7227,0,1,13.7,0.054,1012
52481,20110818 16:52:53,51.0958,5.5385,0,1,-4.1,0.054,1012
52482,20110818 16:52:53,51.4288,6.1132,8.1,2,-17.3,0.061,1012
52483,20110818 16:52:53,51.4262,6.1142,0,1,-8,0.05,1012
52484,20110818 16:52:53,51.4279,6.113,8.3,2,-10.4,0.061,1012
52485,20110818 16:52:53,51.4285,6.1122,8.9,2,-7.9,0.079,1012
52486,20110818 16:52:53,51.4271,6.1152,0,1,-5.3,0.075,1012
52487,20110818 16:52:53,51.4283,6.1123,8.7,2,-8.4,0.083,1012
52488,20110818 16:52:53,51.4253,6.1128,0,1,-6.8,0.071,1012
52489,20110818 16:52:53,51.0803,5.697,0,1,5.8,0.061,1012
52490,20110818 16:52:53,51.0739,5.6993,0,1,7.8,0.052,1012
52491,20110818 16:52:53,51.3895,6.1731,7.6,2,10.4,0.087,1012
52492,20110818 16:52:53,51.3936,6.1787,11.8,2,5.7,0.17,1012
52493,20110818 16:52:53,51.4024,6.1591,5.7,2,-12.9,0.064,1012
52494,20110818 16:52:53,51.4521,6.1003,10.3,2,12.8,0.15,1012
52495,20110818 16:52:54,51.4372,6.1295,0,2,-9.2,0.053,1012
52496,20110818 16:52:56,51.5707,6.2035,0,1,6,0.076,1012
52497,20110818 16:52:56,50.8442,5.9407,0,1,2.7,0.06,1012
52498,20110818 16:52:56,50.814,5.9362,0,1,-8.4,0.055,1012
52499,20110818 16:52:56,50.8289,5.9129,0,1,-6.8,0.116,1012
52500,20110818 16:52:56,50.8437,5.8726,0,1,-5.7,0.06,1012
52501,20110818 16:52:57,51.5719,6.2273,20.3,2,-5.1,0.698,1012
52502,20110818 16:52:57,50.8395,5.9041,0,1,6.1,0.058,1012
52503,20110818 16:52:58,51.0909,5.6997,11.9,2,-4.7,0.174,1012
52504,20110818 16:52:58,50.6659,4.323,0,2,11.5,0.04,1012
52505,20110818 16:52:58,51.3613,6.1528,14.7,2,4.9,0.262,1012
52506,20110818 16:52:58,51.3624,6.1194,0,1,-7,0.05,1012
52507,20110818 16:52:58,50.8496,5.9215,12.5,2,4.2,0.123,1012
52508,20110818 16:52:59,51.7575,6.5191,0,1,5.5,0.076,1012
52509,20110818 16:52:59,51.7524,6.5121,7.4,2,5.3,0.099,1012
52510,20110818 16:53:00,51.6489,6.2783,0,1,7.2,0.056,1013
52511,20110818 16:53:00,51.6919,6.251,0,1,-7.6,0.188,1013
52512,20110818 16:53:00,51.6447,6.2783,0,1,6.4,0.057,1013
52513,20110818 16:53:00,50.869,5.644,0,1,-3.6,0.062,1013
52514,20110818 16:53:00,50.8809,5.698,0,1,-5,0.064,1013
52515,20110818 16:53:00,51.5055,6.3352,0,1,-11.2,0.043,1013
52516,20110818 16:53:01,51.5871,6.3407,10.7,2,9.3,0.121,1013
52517,20110818 16:53:01,51.5981,6.2826,11.9,2,4.8,0.228,1013
52518,20110818 16:53:01,51.3328,6.1458,10.6,2,5.3,0.179,1013
52519,20110818 16:53:01,51.506,6.3346,0,1,-5.7,0.063,1013
52520,20110818 16:53:01,51.3075,6.1267,8,2,3,0.096,1013
52521,20110818 16:53:01,51.1138,5.6258,0,1,-7.8,0.052,1013
52522,20110818 16:53:02,51.1596,5.6948,0,1,-5.2,0.058,1013
52523,20110818 16:53:02,51.044,5.9743,0,1,-4.5,0.059,1013
52524,20110818 16:53:03,51.6058,6.1312,7.2,2,4.7,0.117,1013
52525,20110818 16:53:04,51.6133,6.2684,0,1,-13,0.049,1013
52526,20110818 16:53:04,50.8458,5.9063,10.9,2,4.7,0.416,1013
52527,20110818 16:53:05,51.2489,6.0515,10.4,2,8.4,0.111,1013
52528,20110818 16:53:06,50.9704,5.9797,0,1,-8.1,0.043,1013
52529,20110818 16:53:06,51.66,6.3252,9.3,2,6.1,0.164,1013
52530,20110818 16:53:06,51.5161,5.0016,8.8,2,-12.4,0.085,1013
52531,20110818 16:53:07,51.0735,5.7673,0,1,5.2,0.051,1013
52532,20110818 16:53:07,51.0762,5.743,14.2,2,-5,0.171,1013
52533,20110818 16:53:07,51.0828,4.6201,0,1,-29.6,0.067,1013
52534,20110818 16:53:07,51.0799,4.628,9,2,5.4,0.247,1013
52535,20110818 16:53:08,51.1032,6.2248,0,1,4.4,0.059,1013
52536,20110818 16:53:08,51.2131,6.2135,10.4,2,-3.5,0.134,1013
52537,20110818 16:53:08,51.0676,4.6416,0,1,-5.9,0.067,1013
52538,20110818 16:53:08,51.0555,4.6469,8.3,2,5.2,0.265,1013
52539,20110818 16:53:08,51.3178,6.1863,0,1,5.8,0.058,1013
52540,20110818 16:53:08,51.0907,5.6826,9.4,2,-7.6,0.124,1013
52541,20110818 16:53:09,50.7194,5.1836,0,1,-4.4,0.15,1013
52542,20110818 16:53:09,50.7123,5.225,0,1,28.2,0.049,1013
52543,20110818 16:53:09,51.6501,6.2657,7.3,2,7.8,0.108,1013
52544,20110818 16:53:09,51.652,6.2664,0,1,6.3,0.062,1013
52545,20110818 16:53:09,50.8008,5.9955,0,1,5.1,0.06,1013
52546,20110818 16:53:09,51.63,6.2753,8.6,2,4.7,0.165,1013
52547,20110818 16:53:09,51.5965,6.3005,12.7,2,-5.5,0.331,1013
52548,20110818 16:53:09,50.8513,5.9296,13.2,2,-5.2,0.083,1013
52549,20110818 16:53:09,50.8344,5.9267,0,1,-7,0.044,1013
52550,20110818 16:53:09,50.8426,5.9472,0,1,-4.1,0.059,1013
52551,20110818 16:53:10,51.7225,6.3962,0,1,-41.5,0.046,1013
52552,20110818 16:53:10,51.7227,6.396,0,1,-11.1,0.048,1013
52553,20110818 16:53:10,51.7229,6.3955,0,1,-64.8,0.043,1013
52554,20110818 16:53:10,51.7961,6.3332,0,1,-6.5,0.096,1013
52555,20110818 16:53:10,51.7229,6.3957,0,1,-55.8,0.046,1013
52556,20110818 16:53:10,51.723,6.3956,0,1,-20.5,0.047,1013
52557,20110818 16:53:11,50.9514,6.0318,0,1,-4.6,0.067,1013
52558,20110818 16:53:11,51.6019,6.2799,6.9,2,4.3,0.107,1013
52559,20110818 16:53:12,50.4994,4.8447,10,2,-5.8,0.203,1013
52560,20110818 16:53:12,50.8158,5.8962,0,1,5.7,0.051,1013
52561,20110818 16:53:12,51.32,4.2738,11.3,2,-7.8,0.081,1013
52562,20110818 16:53:12,51.318,4.2664,0,1,6.9,0.187,1013
52563,20110818 16:53:13,51.0846,5.7045,0,1,5.7,0.056,1013
52564,20110818 16:53:13,50.8433,5.887,0,1,-4.3,0.074,1013
52565,20110818 16:53:13,50.8443,5.8873,0,1,7.1,0.05,1013
52566,20110818 16:53:13,51.1362,5.6641,0,1,-4.4,0.159,1013
52567,20110818 16:53:13,50.9215,5.8093,0,1,-5.4,0.06,1013
52568,20110818 16:53:13,50.9346,5.8314,0,1,6.2,0.051,1013
52569,20110818 16:53:13,50.9377,5.8366,0,1,6.5,0.046,1013
52570,20110818 16:53:14,50.9627,5.6516,0,1,4.1,0.058,1013
52571,20110818 16:53:14,51.5923,6.3082,0,1,9.4,0.058,1013
52572,20110818 16:53:14,51.5936,5.9978,0,1,5.8,0.071,1013
52573,20110818 16:53:14,51.6111,6.0494,0,1,6.1,0.083,1013
52574,20110818 16:53:14,51.3409,6.2688,0,2,-4.7,0.067,1013
52575,20110818 16:53:14,51.331,6.1396,0,1,4.7,0.061,1013
52576,20110818 16:53:15,51.1071,5.7467,0,1,-6,0.042,1013
52577,20110818 16:53:16,50.8411,5.9094,0,1,5.5,0.051,1013
52578,20110818 16:53:16,50.8468,5.91,0,1,-5.3,0.057,1013
52579,20110818 16:53:16,50.8406,5.9103,0,1,-5.9,0.06,1013
52580,20110818 16:53:16,51.0939,4.7164,0,1,-7.8,0.065,1013
52581,20110818 16:53:16,51.0944,4.716,0,1,-6.5,0.062,1013
52582,20110818 16:53:18,51.3117,6.4962,8.3,2,-3.9,0.095,1013
52583,20110818 16:53:18,50.8161,5.9742,0,1,-7.4,0.045,1013
52584,20110818 16:53:18,51.2677,6.4198,0,1,-7,0.061,1013
52585,20110818 16:53:19,51.257,6.5754,7.5,2,-31.3,0.054,1013
52586,20110818 16:53:19,50.8318,5.7142,0,1,-3.8,0.059,1013
52587,20110818 16:53:19,51.257,6.5759,0,1,-28.8,0.041,1013
52588,20110818 16:53:19,51.3735,6.6333,9.9,2,5.4,0.169,1013
52589,20110818 16:53:19,51.0234,6.001,0,1,6,0.049,1013
52590,20110818 16:53:19,51.2565,6.575,0,1,-10.1,0.038,1013
52591,20110818 16:53:19,50.8159,5.6519,0,1,3.5,0.118,1013
52592,20110818 16:53:19,50.8353,5.7194,0,1,5.9,0.06,1013
52593,20110818 16:53:19,50.8341,5.72,0,1,5.6,0.058,1013
52594,20110818 16:53:19,50.7747,5.6082,0,1,-5.6,0.053,1013
52595,20110818 16:53:19,50.8706,5.8026,0,1,-8.8,0.051,1013
52596,20110818 16:53:19,51.0542,5.9429,0,1,5.2,0.053,1013
52597,20110818 16:53:20,51.4155,6.1735,0,1,-4.9,0.074,1013
52598,20110818 16:53:20,51.4446,6.035,0,1,-5.8,0.058,1013
52599,20110818 16:53:20,51.522,6.1029,0,1,-6.5,0.057,1013
52600,20110818 16:53:20,51.55,6.2982,10.6,2,2.3,0.178,1013
52601,20110818 16:53:21,51.6525,6.272,0,1,-4.6,0.123,1013
52602,20110818 16:53:21,51.6565,6.2724,8.7,2,5,0.148,1013
52603,20110818 16:53:21,51.587,6.2202,8.9,2,-4.1,0.162,1013
52604,20110818 16:53:22,51.3251,4.6433,0,1,7.4,0.1,1013
52605,20110818 16:53:22,51.3241,4.6439,0,1,11.6,0.051,1013
52606,20110818 16:53:22,51.7632,6.5135,0,1,6.7,0.075,1013
52607,20110818 16:53:22,51.7645,6.5092,0,1,5.2,0.061,1013
52608,20110818 16:53:23,51.0787,5.7003,12.8,2,5.7,0.159,1013
52609,20110818 16:53:23,51.0798,5.7024,0,1,-4.4,0.069,1013
52610,20110818 16:53:23,51.134,5.6812,0,1,-5.5,0.055,1013
52611,20110818 16:53:23,50.9219,5.9701,0,1,9.1,0.048,1013
52612,20110818 16:53:24,51.6693,6.3438,0,1,6.7,0.061,1013
52613,20110818 16:53:24,51.4306,6.0781,0,1,4.9,0.076,1013
52614,20110818 16:53:25,51.0124,4.5222,0,1,-11.8,0.072,1013
52615,20110818 16:53:25,50.8307,5.9308,0,1,-4.7,0.091,1013
52616,20110818 16:53:25,50.8351,5.9169,0,1,-11.8,0.052,1013
52617,20110818 16:53:25,50.8436,5.9041,10.3,2,4.3,0.06,1013
52618,20110818 16:53:25,50.8476,5.9079,0,1,-4.1,0.06,1013
52619,20110818 16:53:26,51.5357,6.3292,0,1,11.7,0.048,1013
52620,20110818 16:53:27,50.8522,5.9122,0,1,-6.4,0.048,1013
52621,20110818 16:53:27,50.8538,5.8927,12.3,2,9.2,0.078,1013
52622,20110818 16:53:28,50.849,5.9115,0,1,-4.9,0.062,1013
52623,20110818 16:53:28,51.3594,6.2012,12.8,2,4.5,0.233,1013
52624,20110818 16:53:28,51.0866,5.6904,0,1,-4.5,0.059,1013
52625,20110818 16:53:28,51.4198,6.2479,0,1,-12.1,0.048,1013
52626,20110818 16:53:28,51.4196,6.2481,0,1,-11.5,0.046,1013
52627,20110818 16:53:29,51.423,6.2579,0,1,-15.7,0.046,1013
52628,20110818 16:53:29,51.4222,6.2585,0,1,-10.5,0.049,1013
52629,20110818 16:53:29,51.4188,6.2467,0,1,-9.2,0.052,1013
52630,20110818 16:53:29,51.4231,6.2581,0,1,-12.5,0.046,1013
52631,20110818 16:53:29,51.4182,6.2463,0,1,-9.3,0.048,1013
52632,20110818 16:53:29,51.592,6.3473,7,2,-6.2,0.087,1013
52633,20110818 16:53:29,51.42,6.2462,7.4,2,-11.5,0.047,1013
52634,20110818 16:53:29,51.419,6.2466,0,1,-4.5,0.088,1013
52635,20110818 16:53:29,51.7566,6.3938,0,1,11.3,0.053,1013
52636,20110818 16:53:29,51.7723,6.4065,0,1,-22.6,0.044,1013
52637,20110818 16:53:29,51.5407,6.2744,0,1,-3.9,0.107,1013
52638,20110818 16:53:30,51.792,6.4394,0,1,-5.4,0.061,1013
52639,20110818 16:53:30,51.1028,5.6744,0,1,13.7,0.049,1013
52640,20110818 16:53:30,51.084,5.5943,0,1,-3.9,0.068,1013
52641,20110818 16:53:31,51.0838,5.5956,0,1,-8.7,0.051,1013
52642,20110818 16:53:31,51.0622,5.5955,0,1,-4.5,0.078,1013
52643,20110818 16:53:31,50.8315,5.9752,0,1,6.3,0.052,1013
52644,20110818 16:53:31,50.8104,5.9509,0,1,5.6,0.057,1013
52645,20110818 16:53:31,51.1112,4.8116,7.7,2,-5.3,0.141,1013
52646,20110818 16:53:31,51.5898,6.3166,15.2,2,-6,0.398,1013
52647,20110818 16:53:32,51.0923,4.8119,0,1,5.6,0.061,1013
52648,20110818 16:53:32,50.9566,6.137,0,1,-4.9,0.056,1013
52649,20110818 16:53:32,50.9734,6.0602,0,1,4.9,0.062,1013
52650,20110818 16:53:32,50.9843,6.0773,0,1,-7.6,0.045,1013
52651,20110818 16:53:32,51.5646,6.3567,0,1,-7.9,0.214,1013
52652,20110818 16:53:32,50.9226,5.7588,0,1,5.7,0.052,1013
52653,20110818 16:53:32,50.9166,5.7401,0,1,2.8,0.079,1013
52654,20110818 16:53:32,50.9511,5.9915,0,1,-4.9,0.051,1013
52655,20110818 16:53:32,50.9799,5.8679,0,1,-5.5,0.059,1013
52656,20110818 16:53:33,51.1424,5.914,0,1,5,0.081,1013
52657,20110818 16:53:33,50.6395,5.2476,11.5,2,-6.4,0.192,1013
52658,20110818 16:53:33,50.6277,5.2697,9,2,-4.9,0.131,1013
52659,20110818 16:53:33,51.0254,6.0024,0,1,-5,0.058,1013
52660,20110818 16:53:33,50.6173,5.28,0,1,-7.1,0.058,1013
52661,20110818 16:53:33,50.6661,5.2947,11.5,2,6.8,0.132,1013
52662,20110818 16:53:34,51.1049,6.0252,7.8,2,-5.1,0.068,1013
52663,20110818 16:53:35,51.5047,6.1005,7.4,2,-30,0.056,1013
52664,20110818 16:53:35,50.9425,6.0152,0,1,4.3,0.059,1013
52665,20110818 16:53:35,51.5034,6.0989,0,1,-7.2,0.046,1013
52666,20110818 16:53:35,51.5049,6.1007,8.6,2,-20.1,0.065,1013
52667,20110818 16:53:35,51.5951,6.3366,9.3,2,4.9,0.161,1013
52668,20110818 16:53:35,51.5043,6.0995,8.2,2,-21.8,0.061,1013
52669,20110818 16:53:35,51.5032,6.1017,0,1,-21.1,0.05,1013
52670,20110818 16:53:35,51.5054,6.103,0,1,-5.1,0.077,1013
52671,20110818 16:53:35,51.503,6.1009,0,1,-11,0.049,1013
52672,20110818 16:53:36,51.5035,6.1005,0,1,-9.9,0.047,1013
52673,20110818 16:53:36,51.7465,6.2547,6.2,2,-19.5,0.058,1013
52674,20110818 16:53:36,51.5032,6.1005,0,1,-11.4,0.045,1013
52675,20110818 16:53:36,51.7534,6.2616,0,1,-20.9,0.043,1013
52676,20110818 16:53:36,51.7394,6.3012,0,1,-7.8,0.056,1013
52677,20110818 16:53:36,51.503,6.1005,0,1,-9.2,0.054,1013
52678,20110818 16:53:36,51.5061,6.0999,8.8,2,-5.6,0.153,1013
52679,20110818 16:53:37,50.5033,4.8166,0,2,13.4,0.096,1013
52680,20110818 16:53:37,51.6561,6.2709,16.4,2,5.4,0.847,1013
52681,20110818 16:53:37,51.3997,6.1875,0,1,7.9,0.051,1013
52682,20110818 16:53:38,51.4368,6.1634,16.4,2,10.3,0.252,1013
52683,20110818 16:53:40,51.5999,6.3527,11.9,2,-7.6,0.205,1013
52684,20110818 16:53:40,51.5506,6.3113,0,1,-9.1,0.053,1013
52685,20110818 16:53:40,51.0158,5.9514,0,2,-6.4,0.049,1013
52686,20110818 16:53:40,51.3227,4.2906,8,2,8.8,0.064,1013
52687,20110818 16:53:40,51.3262,4.3117,0,1,-16.9,0.045,1013
52688,20110818 16:53:40,51.3615,6.1656,8.7,2,-10.6,0.06,1013
52689,20110818 16:53:40,51.5324,5.7938,7.4,2,19,0.066,1013
52690,20110818 16:53:40,51.2915,4.359,0,1,-10.4,0.054,1013
52691,20110818 16:53:40,51.5265,5.7823,0,1,5.9,0.059,1013
52692,20110818 16:53:40,51.5221,5.8766,11.6,2,-5.1,0.257,1013
52693,20110818 16:53:40,51.5264,5.8766,13.8,2,6.6,0.325,1013
52694,20110818 16:53:40,51.2928,4.3602,0,1,-17.5,0.046,1013
52695,20110818 16:53:40,51.517,5.879,0,1,13.7,0.056,1013
52696,20110818 16:53:40,51.1006,5.7274,0,1,-5.9,0.058,1013
52697,20110818 16:53:40,51.2957,4.3579,0,1,-7.2,0.076,1013
52698,20110818 16:53:40,50.8512,5.9376,11.5,2,-6.5,0.119,1013
52699,20110818 16:53:40,50.8504,5.9366,0,1,-5.1,0.056,1013
52700,20110818 16:53:40,50.8448,5.9132,0,1,-7.2,0.066,1013
52701,20110818 16:53:41,51.7339,5.5944,0,1,8.8,0.056,1013
52702,20110818 16:53:41,51.662,5.5905,8.6,2,-5.2,0.293,1013
52703,20110818 16:53:41,50.9322,6.044,0,1,-5.6,0.055,1013
52704,20110818 16:53:41,51.5093,5.9307,0,1,-22.7,0.048,1013
52705,20110818 16:53:41,51.1884,5.621,0,1,4.8,0.09,1013
52706,20110818 16:53:41,50.9421,5.6718,0,1,5.5,0.079,1013
52707,20110818 16:53:41,51.1441,5.6458,0,1,6,0.073,1013
52708,20110818 16:53:41,51.511,5.9267,0,1,-11.8,0.079,1013
52709,20110818 16:53:41,51.5112,5.9282,0,1,-9.4,0.049,1013
52710,20110818 16:53:41,51.5116,5.9265,0,1,-9,0.055,1013
52711,20110818 16:53:41,50.8377,6.0264,11.6,2,-4.4,0.083,1013
52712,20110818 16:53:42,51.6677,6.3076,9.1,2,5.3,0.174,1013
52713,20110818 16:53:42,51.6569,6.2953,0,1,5.9,0.057,1013
52714,20110818 16:53:42,51.1056,5.6811,10.2,2,-3.7,0.116,1013
52715,20110818 16:53:43,51.7535,6.3789,0,1,-8.1,0.074,1013
52716,20110818 16:53:43,50.8434,5.8659,0,1,8,0.042,1013
52717,20110818 16:53:43,51.5506,6.3556,10.7,2,-7.2,0.171,1013
52718,20110818 16:53:43,50.8356,5.9183,0,1,-3.7,0.112,1013
52719,20110818 16:53:43,51.379,6.152,0,1,-7.1,0.056,1013
52720,20110818 16:53:43,51.342,6.217,15.3,2,6.3,0.283,1013
52721,20110818 16:53:45,50.8485,5.9538,0,1,-4.7,0.059,1013
52722,20110818 16:53:45,50.8361,5.9471,11.4,2,-4.4,0.073,1013
52723,20110818 16:53:46,51.0855,4.7967,0,1,4.9,0.062,1013
52724,20110818 16:53:47,51.3376,6.1164,0,1,6.7,0.049,1013
52725,20110818 16:53:47,51.3367,6.123,0,1,4.4,0.071,1013
52726,20110818 16:53:47,51.6332,6.2774,12.2,2,6.4,0.312,1013
52727,20110818 16:53:47,51.5734,4.5118,0,1,-15.7,0.042,1013
52728,20110818 16:53:47,51.5696,4.5113,0,1,7.6,0.058,1013
52729,20110818 16:53:47,51.5763,4.5085,9.1,2,12.3,0.061,1013
52730,20110818 16:53:47,51.5661,4.5236,7.4,2,8.2,0.06,1013
52731,20110818 16:53:47,51.536,4.5415,0,2,-7.8,0.196,1013
52732,20110818 16:53:47,51.6638,6.3642,9.8,2,6.4,0.124,1013
52733,20110818 16:53:47,51.435,6.0798,0,1,-19.7,0.044,1013
52734,20110818 16:53:47,51.4332,6.0536,0,1,-6.7,0.057,1013
52735,20110818 16:53:47,51.4332,6.0466,0,1,-10.1,0.055,1013
52736,20110818 16:53:48,51.4323,6.0455,0,1,-15.2,0.047,1013
52737,20110818 16:53:48,51.464,6.1336,11,2,14.5,0.098,1013
52738,20110818 16:53:48,51.4773,6.1376,11.6,2,4.2,0.256,1013
52739,20110818 16:53:48,51.4324,6.0445,0,1,-17.1,0.05,1013
52740,20110818 16:53:48,51.4337,6.0439,8.5,2,-19.4,0.066,1013
