id,date time,latitude,longitude,Height,Type,Amplitude,2D_Error,minute of the day
52018,20110818 16:51:06,51.0404,6.0592,12.9,2,5,0.151,1011
52019,20110818 16:51:06,50.6392,5.2313,0,1,-6.8,0.054,1011
52020,20110818 16:51:06,51.741,6.3315,7.5,2,10.8,0.076,1011
52021,20110818 16:51:06,51.744,6.3769,8.5,2,14,0.103,1011
52022,20110818 16:51:06,51.7479,6.3863,0,1,6.9,0.06,1011
52023,20110818 16:51:06,50.6341,5.2545,0,1,5.6,0.047,1011
52024,20110818 16:51:06,51.7476,6.388,0,1,6.2,0.062,1011
52025,20110818 16:51:07,51.4399,6.0319,0,1,-12.8,0.051,1011
52026,20110818 16:51:07,50.6181,5.214,11.3,2,-4.7,0.375,1011
52027,20110818 16:51:07,50.6283,5.177,10.9,2,-4.3,0.203,1011
52028,20110818 16:51:07,51.7237,6.3047,10,2,-5.4,0.22,1011
52029,20110818 16:51:07,51.8658,6.3124,0,1,-7.7,0.183,1011
52030,20110818 16:51:07,51.5474,6.2868,9.8,2,-5.7,0.18,1011
52031,20110818 16:51:07,51.0168,5.9743,0,1,8,0.053,1011
52032,20110818 16:51:08,51.0876,5.6464,0,1,4.3,0.059,1011
52033,20110818 16:51:08,51.492,6.2714,0,1,-12.4,0.048,1011
52034,20110818 16:51:08,51.5422,6.2235,0,1,8.1,0.059,1011
52035,20110818 16:51:08,51.1066,5.6946,0,1,63.7,0.053,1011
52036,20110818 16:51:08,51.0759,5.6604,0,1,6.3,0.158,1011
52037,20110818 16:51:08,51.0768,5.6515,0,1,6.6,0.05,1011
52038,20110818 16:51:09,51.3302,6.0943,0,1,5.9,0.069,1011
52039,20110818 16:51:09,51.5461,6.3645,0,1,-8.3,0.057,1011
52040,20110818 16:51:09,51.5469,6.345,12.9,2,9.3,0.12,1011
52041,20110818 16:51:09,51.5748,6.3736,0,1,-5.1,0.057,1011
52042,20110818 16:51:09,51.5748,6.37,0,1,-11.5,0.05,1011
52043,20110818 16:51:09,50.9902,5.8651,0,1,5.2,0.052,1011
52044,20110818 16:51:09,50.7722,4.6613,5.6,2,-7.2,0.112,1011
52045,20110818 16:51:09,50.7711,4.6642,0,1,8.1,0.05,1011
52046,20110818 16:51:10,51.0857,5.6925,0,1,7.1,0.054,1011
52047,20110818 16:51:10,51.0882,5.6933,0,1,4,0.104,1011
52048,20110818 16:51:10,50.9446,5.9401,0,1,-8.8,0.043,1011
52049,20110818 16:51:10,51.1287,4.8764,4.8,2,-8.6,0.059,1011
52050,20110818 16:51:10,51.526,6.3075,0,1,-12.1,0.049,1011
52051,20110818 16:51:11,51.5291,6.3077,7.7,2,-4.3,0.109,1011
52052,20110818 16:51:11,51.5309,6.3092,10.4,2,-5.1,0.18,1011
52053,20110818 16:51:11,51.5279,6.3071,0,1,-6.8,0.064,1011
52054,20110818 16:51:11,51.5271,6.3076,0,1,-7.6,0.068,1011
52055,20110818 16:51:11,51.5276,6.3071,0,1,-6.7,0.066,1011
52056,20110818 16:51:11,51.5293,6.3081,7.7,2,-6.7,0.108,1011
52057,20110818 16:51:11,50.825,5.9553,0,1,7.8,0.045,1011
52058,20110818 16:51:11,50.8425,5.96,11.9,2,-4.5,0.09,1011
52059,20110818 16:51:11,51.5266,6.3061,0,1,-17.9,0.042,1011
52060,20110818 16:51:11,51.5268,6.3042,0,1,-23,0.04,1011
52061,20110818 16:51:11,51.5276,6.3077,7.3,2,-8.3,0.101,1011
52062,20110818 16:51:11,51.5305,6.3147,0,1,-6.9,0.087,1011
52063,20110818 16:51:11,51.5277,6.3073,0,1,-6.2,0.068,1011
52064,20110818 16:51:11,51.5278,6.3084,0,1,-6.5,0.05,1011
52065,20110818 16:51:11,51.5295,6.3115,0,1,-7.2,0.074,1011
52066,20110818 16:51:11,51.5275,6.307,0,1,-10.7,0.045,1011
52067,20110818 16:51:12,51.0788,5.726,0,1,6.7,0.054,1011
52068,20110818 16:51:12,51.539,6.3019,0,1,-13.2,0.057,1011
52069,20110818 16:51:13,50.8965,5.635,0,1,4.8,0.069,1011
52070,20110818 16:51:13,50.9001,5.6391,10.4,2,4.1,0.077,1011
52071,20110818 16:51:13,50.9099,5.5736,9.5,2,-3.9,0.092,1011
52072,20110818 16:51:14,51.0973,5.6756,0,1,-5.4,0.056,1011
52073,20110818 16:51:14,51.4396,6.0471,0,1,4.5,0.064,1011
52074,20110818 16:51:14,51.6669,6.3385,9.1,2,7.4,0.179,1011
52075,20110818 16:51:14,51.5356,6.2896,0,1,-13.3,0.043,1011
52076,20110818 16:51:14,51.534,6.2901,0,1,-9.7,0.046,1011
52077,20110818 16:51:14,50.8251,5.9008,0,1,-9.1,0.047,1011
52078,20110818 16:51:14,51.0627,4.6198,7.3,2,-15.6,0.092,1011
52079,20110818 16:51:14,51.0648,4.6174,18.5,2,2.8,1.32,1011
52080,20110818 16:51:14,51.1101,5.7451,0,1,-7.8,0.046,1011
52081,20110818 16:51:14,50.6192,5.2544,12.1,2,-4.3,0.196,1011
52082,20110818 16:51:15,50.6249,5.1768,0,1,6.2,0.062,1011
52083,20110818 16:51:15,51.3191,6.1811,0,1,-5.1,0.066,1011
52084,20110818 16:51:15,51.5349,6.2881,0,1,-13.1,0.05,1011
52085,20110818 16:51:15,51.4058,5.5381,0,1,-8.6,0.054,1011
52086,20110818 16:51:16,51.4216,5.5334,0,1,-14.1,0.05,1011
52087,20110818 16:51:16,51.7556,6.6444,0,1,-8.2,0.047,1011
52088,20110818 16:51:16,51.4055,5.5373,0,1,-13.2,0.051,1011
52089,20110818 16:51:16,51.4034,5.5416,0,1,-48.5,0.068,1011
52090,20110818 16:51:16,51.4057,5.5376,0,1,-6.8,0.06,1011
52091,20110818 16:51:16,51.7481,6.6301,0,1,-30,0.045,1011
52092,20110818 16:51:16,51.4047,5.5397,0,1,-20.2,0.054,1011
52093,20110818 16:51:16,51.4887,5.4694,0,1,4.9,0.057,1011
52094,20110818 16:51:16,51.4058,5.5378,0,1,-10.8,0.045,1011
52095,20110818 16:51:16,50.9505,6.0052,0,1,-9.1,0.042,1011
52096,20110818 16:51:17,50.9499,6.0031,0,1,-8.6,0.048,1011
52097,20110818 16:51:17,51.6969,6.2434,0,1,-5.6,0.075,1011
52098,20110818 16:51:17,51.0786,5.6777,0,1,-6.1,0.049,1011
52099,20110818 16:51:17,51.0816,5.6748,10.7,2,-4.8,0.084,1011
52100,20110818 16:51:19,51.042,5.7162,0,1,-5.1,0.077,1011
52101,20110818 16:51:19,51.5812,6.1725,12.1,2,-8.5,0.083,1011
52102,20110818 16:51:19,51.5268,6.2871,10,2,-3.9,0.193,1011
52103,20110818 16:51:19,51.0814,5.7145,0,1,9.2,0.052,1011
52104,20110818 16:51:19,51.0575,4.5277,8.6,2,9.5,0.062,1011
52105,20110818 16:51:19,51.0374,4.5399,0,1,-9.6,0.049,1011
52106,20110818 16:51:19,51.33,6.1413,9.4,2,4.9,0.167,1011
52107,20110818 16:51:20,50.645,5.2327,10.9,2,-6.4,0.152,1011
52108,20110818 16:51:20,50.9995,4.4912,0,1,-9.2,0.056,1011
52109,20110818 16:51:20,51.4829,5.9491,7.3,2,-51.1,0.063,1011
52110,20110818 16:51:20,51.4826,5.9505,0,1,-8.8,0.047,1011
52111,20110818 16:51:20,51.4986,6.0047,9.6,2,-14.2,0.082,1011
52112,20110818 16:51:20,51.4994,6.0516,0,1,3.8,0.212,1011
52113,20110818 16:51:20,51.5199,5.9429,6.4,2,6.3,0.081,1011
52115,20110818 16:51:20,51.5057,5.972,0,1,-5.4,0.06,1011
52116,20110818 16:51:20,51.4946,6.0081,0,1,-19.9,0.053,1011
52117,20110818 16:51:20,51.5626,6.0462,0,1,-5.5,0.07,1011
52118,20110818 16:51:21,51.5541,5.7734,19.5,2,-5.8,0.807,1011
52119,20110818 16:51:21,51.3001,4.5402,0,2,-8.1,0.198,1011
52120,20110818 16:51:21,51.3208,4.6168,0,1,-5.6,0.127,1011
52121,20110818 16:51:21,51.6732,5.7185,18,2,6.6,1.023,1011
52122,20110818 16:51:21,51.5266,5.8471,0,1,17.2,0.053,1011
52123,20110818 16:51:21,51.3143,4.6052,0,1,7.3,0.074,1011
52124,20110818 16:51:21,51.3138,4.6056,0,1,7.4,0.083,1011
52125,20110818 16:51:21,51.3155,4.6028,0,1,11.4,0.052,1011
52126,20110818 16:51:21,51.0571,4.793,13.1,2,2.2,0.504,1011
52127,20110818 16:51:21,51.0758,4.7697,7.7,2,6.7,0.107,1011
52128,20110818 16:51:21,51.0757,4.7758,9.3,2,5.4,0.198,1011
52129,20110818 16:51:22,51.7288,5.6781,6.9,2,-7.8,0.129,1011
52130,20110818 16:51:22,51.6753,5.6588,0,1,-7.7,0.055,1011
52131,20110818 16:51:22,51.3876,6.1397,11.5,2,-5.1,0.138,1011
52132,20110818 16:51:23,51.0765,5.66,0,1,5.5,0.06,1011
52133,20110818 16:51:23,51.5576,4.4614,0,1,-14,0.05,1011
52134,20110818 16:51:23,51.5591,4.4596,0,1,-11.9,0.047,1011
52135,20110818 16:51:23,51.5677,4.5485,0,1,11.4,0.183,1011
52136,20110818 16:51:23,51.0248,5.6566,12.9,2,-4.4,0.215,1011
52137,20110818 16:51:23,51.555,4.4727,0,1,14.6,0.046,1011
52138,20110818 16:51:27,50.6692,5.2211,11.8,2,3.8,0.168,1011
52140,20110818 16:51:27,51.1623,5.6547,14.8,2,5.6,0.153,1011
52141,20110818 16:51:27,50.9235,6.0761,0,1,-7.8,0.046,1011
52142,20110818 16:51:27,50.928,6.0766,0,1,-5.2,0.06,1011
52143,20110818 16:51:27,51.1123,5.6732,0,1,6.2,0.052,1011
52144,20110818 16:51:27,51.2459,6.4921,10,2,6.2,0.091,1011
52145,20110818 16:51:29,50.9459,5.9471,0,1,-5.1,0.07,1011
52146,20110818 16:51:29,50.9693,5.9688,0,1,-5.7,0.086,1011
52147,20110818 16:51:29,51.5788,6.1978,0,1,7.2,0.057,1011
52148,20110818 16:51:29,50.9503,5.9526,0,1,-5.5,0.052,1011
52149,20110818 16:51:29,51.5541,6.3731,11.2,2,5.1,0.24,1011
52150,20110818 16:51:29,51.5561,6.3834,9.4,2,-3.8,0.159,1011
52151,20110818 16:51:29,50.897,5.9854,0,1,-7.9,0.064,1011
52152,20110818 16:51:31,50.8377,5.9064,0,1,5,0.066,1011
52153,20110818 16:51:31,50.8448,5.8683,0,1,-4.8,0.056,1011
52154,20110818 16:51:32,51.5757,6.3232,10.6,2,5.9,0.207,1011
52155,20110818 16:51:33,51.1793,5.9872,0,1,-7.7,0.049,1011
52156,20110818 16:51:34,51.5279,6.2981,0,1,6.6,0.057,1011
52157,20110818 16:51:34,51.6279,6.3876,0,1,6.3,0.065,1011
52158,20110818 16:51:34,51.3349,6.136,0,1,12.3,0.059,1011
52159,20110818 16:51:34,51.1132,5.7383,0,1,-6.2,0.061,1011
52160,20110818 16:51:34,51.0653,4.6205,6.5,2,6.4,0.12,1011
52161,20110818 16:51:34,51.1209,5.7793,0,1,-4.5,0.07,1011
52162,20110818 16:51:35,51.3686,6.0208,0,1,-19.4,0.054,1011
52163,20110818 16:51:35,51.0853,5.6907,0,1,4.7,0.084,1011
52164,20110818 16:51:35,50.9805,6.0088,0,1,4.3,0.059,1011
52165,20110818 16:51:36,50.4914,4.7786,10,2,-5,0.213,1011
52166,20110818 16:51:36,50.9656,5.9658,0,1,-6.9,0.046,1011
52167,20110818 16:51:36,51.0014,5.9695,0,1,-6.7,0.049,1011
52168,20110818 16:51:38,51.3728,4.2931,0,1,-6.2,0.112,1011
52169,20110818 16:51:39,51.3441,4.2842,0,1,-9.5,0.049,1011
52170,20110818 16:51:39,51.4394,6.0159,14.2,2,5.5,0.282,1011
52171,20110818 16:51:39,51.4398,6.0227,9.9,2,10,0.112,1011
52172,20110818 16:51:39,51.4416,6.0269,9.4,2,15.7,0.078,1011
52173,20110818 16:51:39,51.0831,5.6538,0,1,8,0.057,1011
52174,20110818 16:51:39,51.5369,6.3096,0,1,-17.1,0.043,1011
52175,20110818 16:51:39,51.2505,6.1827,0,1,-6.2,0.052,1011
52176,20110818 16:51:40,51.5632,6.1288,0,1,-14.9,0.042,1011
52177,20110818 16:51:40,51.5667,6.1311,0,1,-14,0.053,1011
52178,20110818 16:51:40,51.5649,6.1297,0,1,-9.9,0.049,1011
52179,20110818 16:51:40,51.5664,6.1314,0,1,-9.1,0.057,1011
52180,20110818 16:51:41,50.9905,6.0074,11.3,2,-3.6,0.123,1011
52181,20110818 16:51:42,51.0495,5.9402,0,1,-6.4,0.051,1011
52182,20110818 16:51:43,51.6441,6.4448,10.1,2,-5.6,0.156,1011
52183,20110818 16:51:43,51.0552,5.7203,0,1,-4.1,0.058,1011
52184,20110818 16:51:43,51.0828,5.6828,9.6,2,4.9,0.108,1011
52185,20110818 16:51:44,51.1261,5.6824,0,1,-5.4,0.107,1011
52186,20110818 16:51:44,50.8559,5.6862,0,1,-4.3,0.059,1011
52187,20110818 16:51:44,51.1394,5.6448,0,1,9.3,0.049,1011
52188,20110818 16:51:44,51.3706,6.1663,9.4,2,3.7,0.094,1011
52189,20110818 16:51:44,51.3415,6.1486,10.4,2,11.5,0.073,1011
52190,20110818 16:51:45,50.6227,5.2401,11.3,2,-7.1,0.096,1011
52191,20110818 16:51:45,51.5368,6.27,0,1,7.5,0.081,1011
52192,20110818 16:51:46,51.0232,5.9649,0,1,-6.6,0.049,1011
52193,20110818 16:51:46,50.7943,5.926,0,1,4.8,0.06,1011
52194,20110818 16:51:46,51.0249,5.9662,0,1,-6.4,0.053,1011
52195,20110818 16:51:46,50.9699,5.9429,0,1,-4.6,0.059,1011
52196,20110818 16:51:46,51.118,5.7307,0,1,4.5,0.066,1011
52197,20110818 16:51:46,51.1164,5.7352,0,1,-6.5,0.057,1011
52198,20110818 16:51:48,50.8378,5.9813,0,1,-4.6,0.045,1011
52199,20110818 16:51:48,50.8247,5.9531,0,1,-7.2,0.045,1011
52200,20110818 16:51:48,50.8285,5.8904,0,1,-3.7,0.06,1011
52201,20110818 16:51:48,51.4466,6.1996,0,1,-8.7,0.053,1011
52202,20110818 16:51:50,51.6747,6.2664,0,1,7,0.066,1011
52203,20110818 16:51:50,51.4297,6.0951,0,1,6.9,0.054,1011
52204,20110818 16:51:50,50.8374,5.8588,0,1,-8.8,0.045,1011
52205,20110818 16:51:50,51.3953,6.098,0,1,-8,0.051,1011
52206,20110818 16:51:50,51.6729,6.2715,9.5,2,5.5,0.227,1011
52207,20110818 16:51:50,51.6875,6.2491,0,1,4.7,0.064,1011
52208,20110818 16:51:50,51.5147,6.3887,0,1,-17.4,0.042,1011
52209,20110818 16:51:50,50.843,5.8534,0,1,-6.4,0.061,1011
52210,20110818 16:51:50,50.8419,5.8449,0,1,7,0.046,1011
52211,20110818 16:51:50,51.5463,6.4169,0,1,-21.5,0.047,1011
52212,20110818 16:51:50,50.9775,6.0119,0,1,6,0.051,1011
52213,20110818 16:51:50,51.5464,6.4176,0,1,-32.7,0.048,1011
52214,20110818 16:51:50,51.5012,6.4032,12.2,2,-4.5,0.253,1011
52215,20110818 16:51:50,51.5467,6.4171,0,1,-12.2,0.045,1011
52216,20110818 16:51:51,51.5464,6.4176,0,1,-10.5,0.043,1011
52217,20110818 16:51:51,51.5456,6.417,0,1,-10.1,0.045,1011
52218,20110818 16:51:51,51.3126,6.565,0,2,-7.3,0.046,1011
52219,20110818 16:51:51,51.5455,6.4173,0,1,-12.2,0.042,1011
52220,20110818 16:51:51,51.5465,6.417,0,1,-6.9,0.058,1011
52221,20110818 16:51:51,51.548,6.4192,0,1,-7.5,0.066,1011
52222,20110818 16:51:51,51.1487,5.6157,11.4,2,-3.7,0.147,1011
52223,20110818 16:51:52,50.6035,5.2463,11.9,2,5,0.272,1011
52224,20110818 16:51:52,51.6043,6.2579,8.8,2,5.1,0.163,1011
52225,20110818 16:51:54,51.6329,6.2737,9.9,2,10.8,0.089,1011
52226,20110818 16:51:54,51.1575,6.8017,0,1,5.4,0.07,1011
52227,20110818 16:51:55,51.1614,6.7748,0,1,-7.8,0.043,1011
52228,20110818 16:51:55,51.4752,5.9606,0,1,-11.9,0.05,1011
52229,20110818 16:51:55,50.8607,5.6712,0,1,3.6,0.059,1011
52230,20110818 16:51:55,51.0585,5.9813,0,1,-4.9,0.073,1011
52231,20110818 16:51:55,51.5766,6.3693,12.5,2,4.1,0.245,1011
52232,20110818 16:51:55,51.0858,5.9388,0,1,-5.8,0.056,1011
52233,20110818 16:51:55,51.1676,5.6629,9.7,2,-5.4,0.099,1011
52234,20110818 16:51:55,51.167,5.6683,0,1,-4.6,0.078,1011
52235,20110818 16:51:55,51.6054,6.3895,0,1,-17.8,0.043,1011
52236,20110818 16:51:55,51.5585,6.3542,13.1,2,7.1,0.191,1011
52237,20110818 16:51:56,51.7158,6.311,0,1,-10.7,0.041,1011
52238,20110818 16:51:56,51.7142,6.3107,0,1,-6.3,0.061,1011
52239,20110818 16:51:56,51.7154,6.309,0,1,-16,0.046,1011
52240,20110818 16:51:56,51.7147,6.309,0,1,-28.8,0.047,1011
52241,20110818 16:51:56,51.7144,6.309,0,1,-20.3,0.045,1011
52242,20110818 16:51:56,51.6887,6.3104,0,1,4.8,0.079,1011
52243,20110818 16:51:56,51.7144,6.3092,0,1,-12.6,0.04,1011
52244,20110818 16:51:56,51.7153,6.3094,0,1,-8.1,0.046,1011
52245,20110818 16:51:57,51.7142,6.3093,0,1,-10.7,0.046,1011
52246,20110818 16:51:57,51.7146,6.3092,0,1,-10.9,0.042,1011
52247,20110818 16:51:57,51.7124,6.3094,0,1,-6.4,0.068,1011
52248,20110818 16:51:57,51.6504,6.2731,10.1,2,-4.9,0.222,1011
52249,20110818 16:51:58,51.7586,6.4792,0,1,4.6,0.052,1011
52250,20110818 16:51:58,51.6078,6.1343,8,2,6.1,0.148,1011
52251,20110818 16:51:58,51.6093,6.1328,10.9,2,4.7,0.285,1011
52252,20110818 16:51:58,51.608,6.1346,8.6,2,5.7,0.166,1011
52253,20110818 16:51:58,50.9739,5.9741,9.7,2,-5,0.108,1011
52254,20110818 16:51:58,51.6548,5.9741,11.3,2,7,0.284,1011
52255,20110818 16:51:58,51.6298,5.9569,10.2,2,7.5,0.158,1011
52256,20110818 16:51:58,50.7912,5.8797,0,1,6.4,0.076,1011
52257,20110818 16:51:59,51.4396,6.1194,11,2,8.3,0.123,1011
52258,20110818 16:51:59,51.4357,6.1184,8.3,2,-11.8,0.102,1011
52259,20110818 16:51:59,51.4393,6.1249,0,2,7.2,0.138,1011
52260,20110818 16:51:59,51.4831,6.0503,0,1,-8.2,0.056,1011
52261,20110818 16:51:59,51.4791,6.1822,0,1,-10.4,0.061,1011
52262,20110818 16:51:59,51.4412,6.1197,9.9,2,4,0.164,1011
52263,20110818 16:52:00,50.4952,4.7863,9.6,2,-5.7,0.159,1012
52264,20110818 16:52:00,50.8209,5.9799,0,1,3.9,0.055,1012
52265,20110818 16:52:00,50.8289,5.9686,0,1,4.2,0.077,1012
52266,20110818 16:52:01,51.5386,6.3454,12.9,2,-6.9,0.181,1012
52267,20110818 16:52:01,51.1277,5.6929,0,1,14,0.054,1012
52268,20110818 16:52:02,51.2442,5.1602,0,1,6.7,0.056,1012
52269,20110818 16:52:02,51.2469,5.1573,9.7,2,6.1,0.16,1012
52270,20110818 16:52:02,51.1642,5.0718,0,1,21.2,0.051,1012
52271,20110818 16:52:02,51.2192,5.1812,10.3,2,5.6,0.164,1012
52272,20110818 16:52:03,51.3213,4.6169,0,1,-17.8,0.043,1012
52273,20110818 16:52:03,51.3219,4.6188,0,1,-7.3,0.107,1012
52274,20110818 16:52:04,50.8524,5.8908,0,1,-6.7,0.045,1012
52275,20110818 16:52:05,51.644,6.2596,8.5,2,4.7,0.149,1012
52276,20110818 16:52:05,51.4015,6.1441,6.1,2,6.1,0.065,1012
52277,20110818 16:52:05,51.4057,6.1419,9.4,2,5,0.125,1012
52278,20110818 16:52:05,51.4056,6.1437,10.3,2,10,0.124,1012
52279,20110818 16:52:05,51.4044,6.1457,0,1,5.1,0.087,1012
52280,20110818 16:52:05,51.3739,6.1816,11.1,2,-4.7,0.179,1012
52281,20110818 16:52:06,51.5541,6.3208,13,2,6.3,0.128,1012
52282,20110818 16:52:07,51.4273,5.8342,0,1,-6.1,0.062,1012
52283,20110818 16:52:07,51.1773,5.6725,0,1,-6.1,0.056,1012
52284,20110818 16:52:07,51.1067,5.3148,0,1,4.9,0.062,1012
52285,20110818 16:52:07,51.0848,5.6882,11,2,-7.6,0.107,1012
52286,20110818 16:52:07,51.2128,5.6449,0,1,5.5,0.06,1012
52287,20110818 16:52:07,51.4063,5.8818,0,1,-11.7,0.043,1012
52288,20110818 16:52:07,51.4055,5.8822,0,1,-11.4,0.052,1012
52289,20110818 16:52:08,51.4051,5.8824,0,1,-7.1,0.054,1012
52290,20110818 16:52:08,51.2819,6.1211,0,1,-6.1,0.053,1012
52291,20110818 16:52:08,51.0857,5.5958,16.1,2,-2.8,0.275,1012
52292,20110818 16:52:08,51.0956,5.5947,0,1,5.7,0.053,1012
52293,20110818 16:52:08,51.4061,5.8822,0,1,-11.5,0.049,1012
52294,20110818 16:52:08,51.1785,5.6719,10.3,2,-4.2,0.114,1012
52295,20110818 16:52:08,51.2667,6.1363,0,1,-6.7,0.055,1012
52296,20110818 16:52:08,50.9585,5.9965,0,1,-7.9,0.049,1012
52297,20110818 16:52:08,50.9334,5.9397,11.5,2,-3.8,0.083,1012
52298,20110818 16:52:09,51.5828,6.3089,12.5,2,4.6,0.278,1012
52299,20110818 16:52:09,50.8428,5.9257,0,1,-5.4,0.066,1012
52300,20110818 16:52:09,50.8429,5.9199,0,1,-7.6,0.073,1012
52301,20110818 16:52:09,50.8283,5.8843,0,1,-5.9,0.067,1012
52302,20110818 16:52:09,51.4717,6.1101,8.4,2,-17.3,0.07,1012
52303,20110818 16:52:11,51.0391,4.6376,0,1,2.6,0.076,1012
52304,20110818 16:52:11,51.0401,4.6406,0,1,-8.8,0.062,1012
52305,20110818 16:52:11,51.7473,6.2465,0,1,-40.9,0.043,1012
52306,20110818 16:52:11,51.7468,6.2455,0,1,-27.8,0.048,1012
52307,20110818 16:52:11,51.7587,6.2516,0,1,-19.6,0.049,1012
52308,20110818 16:52:11,51.7593,6.2524,0,1,-13.4,0.048,1012
52309,20110818 16:52:11,51.7591,6.2518,0,1,-5.7,0.048,1012
52310,20110818 16:52:11,51.7589,6.2519,0,1,-16.7,0.039,1012
52311,20110818 16:52:11,51.7596,6.252,0,1,-12.7,0.053,1012
52312,20110818 16:52:12,51.759,6.2517,0,1,-19.7,0.049,1012
52313,20110818 16:52:12,51.1309,4.9001,0,1,5.9,0.06,1012
52314,20110818 16:52:12,51.443,6.1434,0,1,6.5,0.063,1012
52315,20110818 16:52:12,51.1421,4.8723,0,1,5,0.065,1012
52316,20110818 16:52:12,51.6521,6.2707,0,1,-8.3,0.059,1012
52317,20110818 16:52:13,51.5419,6.3312,0,2,5.7,0.073,1012
52318,20110818 16:52:14,50.84,5.9133,12.8,2,-4.3,0.077,1012
52319,20110818 16:52:14,50.8383,5.9038,0,1,5.5,0.055,1012
52320,20110818 16:52:14,51.6578,6.3646,0,1,6,0.063,1012
52321,20110818 16:52:14,51.6068,6.4378,7.5,2,-5.5,0.116,1012
52323,20110818 16:52:15,51.3876,6.2171,17.2,2,-3.9,0.326,1012
52324,20110818 16:52:15,50.9965,6.0191,10.9,2,9.2,0.076,1012
52325,20110818 16:52:15,51.1826,5.9863,0,1,16.6,0.05,1012
52327,20110818 16:52:17,50.9501,6.0451,0,1,3.6,0.059,1012
52328,20110818 16:52:17,51.3296,6.1223,0,1,5,0.066,1012
52329,20110818 16:52:17,51.5834,6.3158,9.4,2,5.4,0.164,1012
52330,20110818 16:52:18,50.8459,5.9558,0,1,5.4,0.07,1012
52331,20110818 16:52:18,51.5394,6.2729,10.8,2,5.7,0.212,1012
52332,20110818 16:52:19,50.8502,5.8838,10.6,2,-7.2,0.112,1012
52333,20110818 16:52:19,50.8459,5.8757,0,1,-6.4,0.107,1012
52334,20110818 16:52:19,51.0802,5.7132,0,1,8.6,0.076,1012
52335,20110818 16:52:19,50.8497,5.8858,7.5,2,-6.3,0.054,1012
52336,20110818 16:52:19,51.041,5.6769,0,1,6.3,0.068,1012
52337,20110818 16:52:19,51.0446,5.6731,0,1,4.1,0.06,1012
52338,20110818 16:52:19,50.8809,5.9426,0,1,-7,0.051,1012
52339,20110818 16:52:20,51.0394,4.5598,0,1,-6.6,0.062,1012
52340,20110818 16:52:20,51.0565,4.564,0,1,-8.4,0.057,1012
52341,20110818 16:52:20,51.6118,6.2815,0,1,-6.1,0.057,1012
52342,20110818 16:52:20,51.355,6.248,0,1,5.2,0.067,1012
52343,20110818 16:52:21,50.6448,5.1857,0,1,-6.5,0.069,1012
52344,20110818 16:52:22,51.4388,6.017,0,1,-40.4,0.042,1012
52345,20110818 16:52:22,51.4382,6.0189,0,1,-31,0.045,1012
52346,20110818 16:52:22,51.5781,6.3552,10.5,2,9.7,0.117,1012
52347,20110818 16:52:22,51.4238,6.1115,0,1,-19.4,0.049,1012
52348,20110818 16:52:22,51.5538,6.3924,10.7,2,8.5,0.09,1012
52349,20110818 16:52:22,51.6708,6.3103,10.7,2,5.3,0.257,1012
52350,20110818 16:52:22,51.5917,6.4032,11.9,2,6.5,0.102,1012
52351,20110818 16:52:22,51.5764,6.4221,0,1,-5.9,0.049,1012
52352,20110818 16:52:22,51.5531,6.4096,0,1,9,0.053,1012
52353,20110818 16:52:22,50.9566,5.9582,0,1,-5,0.062,1012
52354,20110818 16:52:22,51.8073,6.3675,9.1,2,-5.4,0.203,1012
52355,20110818 16:52:22,51.553,6.3999,9.8,2,7.6,0.097,1012
52356,20110818 16:52:22,51.8467,6.3584,0,1,-8.2,0.055,1012
52357,20110818 16:52:22,51.1748,6.7157,0,1,-9.5,0.045,1012
52358,20110818 16:52:23,51.8053,6.316,0,1,-9.5,0.044,1012
52359,20110818 16:52:23,51.4471,6.1815,8.9,2,-4.4,0.111,1012
52360,20110818 16:52:23,51.8049,6.3145,0,1,-12.9,0.042,1012
52361,20110818 16:52:23,51.4447,6.2074,0,1,7.7,0.061,1012
52362,20110818 16:52:23,51.251,6.4836,0,1,-4.6,0.053,1012
52363,20110818 16:52:25,50.9831,6.0725,0,1,-4.8,0.081,1012
52364,20110818 16:52:25,51.0062,5.9959,0,1,7.3,0.057,1012
52365,20110818 16:52:25,51.53,6.3074,13.5,2,-4.9,0.146,1012
52366,20110818 16:52:26,50.6355,5.2383,10.4,2,-7.5,0.091,1012
52367,20110818 16:52:26,51.3565,6.1151,8.4,2,-3.8,0.11,1012
52368,20110818 16:52:26,51.0969,5.6687,10.3,2,-5.7,0.125,1012
52369,20110818 16:52:27,50.9855,6.0221,0,1,7.7,0.041,1012
52370,20110818 16:52:27,50.8502,5.884,0,1,-9.9,0.043,1012
52371,20110818 16:52:27,50.8434,5.8757,0,1,-4.3,0.062,1012
52372,20110818 16:52:28,50.8536,5.9045,0,1,-8,0.048,1012
52373,20110818 16:52:28,51.4857,6.0367,7.6,2,-42.1,0.065,1012
52374,20110818 16:52:28,51.5126,5.987,0,1,-6.1,0.07,1012
52375,20110818 16:52:28,51.4504,6.0298,0,1,-20.3,0.054,1012
52376,20110818 16:52:28,51.4936,5.9701,9.8,2,-5.9,0.161,1012
52377,20110818 16:52:28,50.775,5.9105,0,1,7.6,0.057,1012
52378,20110818 16:52:29,50.8414,5.7833,0,1,5.1,0.063,1012
52379,20110818 16:52:30,51.4866,6.3723,0,1,5.6,0.066,1012
52380,20110818 16:52:30,50.5632,5.0201,7.4,2,6.1,0.07,1012
